Ciudad,Fecha,Gestor,#,Etapa,Fuente,Sucursal,Categoría,kg,Usuario,Hora Registro,ID
Bogotá,6/18/2025,WERO,9780,Recolección,Dunkin Bogotá,PV 262,Mezclado,1,,,17790
Bogotá,6/18/2025,WERO,9780,Recolección,Dunkin Bogotá,PV 262,Mezclado,1,F. Ramírez,7/3/2025,17791
Bogotá,6/18/2025,WERO,9778,Recolección,Dunkin Bogotá,PV 285,Mezclado,3,,,17792
Bogotá,6/18/2025,WERO,9778,Recolección,Dunkin Bogotá,PV 285,Mezclado,3,F. Ramírez,7/3/2025,17793
Bogotá,6/18/2025,WERO,9785,Recolección,Qbano,Galan - Bogotá,Mezclado,2,,,17794
Bogotá,6/18/2025,WERO,9785,Recolección,Qbano,Galan - Bogotá,Mezclado,2,F. Ramírez,7/3/2025,17795
Bogotá,6/18/2025,WERO,9787,Recolección,Qbano,Kennedy - Bogotá,Mezclado,0.5,,,17796
Bogotá,6/18/2025,WERO,9787,Recolección,Qbano,Kennedy - Bogotá,Mezclado,0.5,F. Ramírez,7/3/2025,17797
Bogotá,6/18/2025,WERO,9782,Recolección,Qbano,Lourdes - Bogotá,Mezclado,1,,,17798
Bogotá,6/18/2025,WERO,9782,Recolección,Qbano,Lourdes - Bogotá,Mezclado,1,F. Ramírez,7/3/2025,17799
Bogotá,6/18/2025,WERO,9786,Recolección,Qbano,Mundo Aventura - Bogotá,Mezclado,0,,,17800
Bogotá,6/18/2025,WERO,9786,Recolección,Qbano,Mundo Aventura - Bogotá,Mezclado,0,F. Ramírez,7/3/2025,17801
Bogotá,6/18/2025,WERO,9783,Recolección,Qbano,Quinta Paredes - Bogotá,Mezclado,2,,,17802
Bogotá,6/18/2025,WERO,9783,Recolección,Qbano,Quinta Paredes - Bogotá,Mezclado,2,F. Ramírez,7/3/2025,17803
Bogotá,6/18/2025,WERO,9784,Recolección,Qbano,Santa Isabel - Bogotá,Mezclado,0.5,,,17804
Bogotá,6/18/2025,WERO,9784,Recolección,Qbano,Santa Isabel - Bogotá,Mezclado,0.5,F. Ramírez,7/3/2025,17805
Bogotá,6/18/2025,WERO,9781,Recolección,Qbano,Villa del Prado - Bogotá,Mezclado,1,,,17806
Bogotá,6/18/2025,WERO,9781,Recolección,Qbano,Villa del Prado - Bogotá,Mezclado,1,F. Ramírez,7/3/2025,17807
Cali,6/18/2025,WERO,53741,Recolección,Qbano,Av. Roosevelt - Cali,Mezclado,1.4,,,17808
Cali,6/18/2025,WERO,53741,Recolección,Qbano,Av. Roosevelt - Cali,Mezclado,1.4,F. Ramírez,7/3/2025,17809
Cali,6/18/2025,WERO,53733,Recolección,Qbano,Calima - Cali,Mezclado,4.98,,,17810
Cali,6/18/2025,WERO,53733,Recolección,Qbano,Calima - Cali,Mezclado,4.98,F. Ramírez,7/3/2025,17811
Cali,6/18/2025,WERO,53740,Recolección,Qbano,Cámbulos - Cali,Mezclado,3.4,,,17812
Cali,6/18/2025,WERO,53740,Recolección,Qbano,Cámbulos - Cali,Mezclado,3.4,F. Ramírez,7/3/2025,17813
Cali,6/18/2025,WERO,53737,Recolección,Qbano,Ciudad Jardín - Cali,Mezclado,3.66,,,17814
Cali,6/18/2025,WERO,53758,Recolección,Qbano,Ciudad Jardín - Cali,Mezclado,8.34,,,17815
Cali,6/18/2025,WERO,11051,Recolección,Qbano,Ciudad Jardín - Cali,Mezclado,15.46,,,17816
Cali,6/18/2025,WERO,53737,Recolección,Qbano,Ciudad Jardín - Cali,Mezclado,3.66,F. Ramírez,7/3/2025,17817
Cali,6/18/2025,WERO,53758,Recolección,Qbano,Ciudad Jardín - Cali,Mezclado,8.34,F. Ramírez,7/3/2025,17818
Cali,6/18/2025,WERO,11051,Recolección,Qbano,Ciudad Jardín - Cali,Mezclado,15.46,F. Ramírez,7/3/2025,17819
Cali,6/18/2025,WERO,53734,Recolección,Qbano,Guayacanes - Cali,Mezclado,0,,,17820
Cali,6/18/2025,WERO,53734,Recolección,Qbano,Guayacanes - Cali,Mezclado,0,F. Ramírez,7/3/2025,17821
Cali,6/18/2025,WERO,53732,Recolección,Qbano,La Merced - Cali,Mezclado,7.1,,,17822
Cali,6/18/2025,WERO,11078,Recolección,Qbano,La Merced - Cali,Mezclado,23.4,,,17823
Cali,6/18/2025,WERO,53732,Recolección,Qbano,La Merced - Cali,Mezclado,7.1,F. Ramírez,7/3/2025,17824
Cali,6/18/2025,WERO,11078,Recolección,Qbano,La Merced - Cali,Mezclado,23.4,F. Ramírez,7/3/2025,17825
Cali,6/18/2025,WERO,53731,Recolección,Qbano,Norte 1 - Cali,Mezclado,3,,,17826
Cali,6/18/2025,WERO,11073,Recolección,Qbano,Norte 1 - Cali,Mezclado,14.05,,,17827
Cali,6/18/2025,WERO,53731,Recolección,Qbano,Norte 1 - Cali,Mezclado,3,F. Ramírez,7/3/2025,17828
Cali,6/18/2025,WERO,11073,Recolección,Qbano,Norte 1 - Cali,Mezclado,14.05,F. Ramírez,7/3/2025,17829
Cali,6/18/2025,WERO,53730,Recolección,Qbano,Norte 2 - Cali,Mezclado,2.1,,,17830
Cali,6/18/2025,WERO,53730,Recolección,Qbano,Norte 2 - Cali,Mezclado,2.1,F. Ramírez,7/3/2025,17831
Cali,6/18/2025,WERO,53739,Recolección,Qbano,Panamericano - Cali,Mezclado,1.36,,,17832
Cali,6/18/2025,WERO,53739,Recolección,Qbano,Panamericano - Cali,Mezclado,1.36,F. Ramírez,7/3/2025,17833
Cali,6/18/2025,WERO,53736,Recolección,Qbano,Republica de Israel - Cali,Mezclado,0.9,,,17834
Cali,6/18/2025,WERO,53757,Recolección,Qbano,Republica de Israel - Cali,Mezclado,0.84,,,17835
Cali,6/18/2025,WERO,53736,Recolección,Qbano,Republica de Israel - Cali,Mezclado,0.9,F. Ramírez,7/3/2025,17836
Cali,6/18/2025,WERO,53757,Recolección,Qbano,Republica de Israel - Cali,Mezclado,0.84,F. Ramírez,7/3/2025,17837
Cali,6/18/2025,WERO,53742,Recolección,Qbano,San Fernando - Cali,Mezclado,5.6,,,17838
Cali,6/18/2025,WERO,53742,Recolección,Qbano,San Fernando - Cali,Mezclado,5.6,F. Ramírez,7/3/2025,17839
Cali,6/18/2025,WERO,53735,Recolección,Qbano,Valle Grande - Cali,Mezclado,2.8,,,17840
Cali,6/18/2025,WERO,53756,Recolección,Qbano,Valle Grande - Cali,Mezclado,2.16,,,17841
Cali,6/18/2025,WERO,53735,Recolección,Qbano,Valle Grande - Cali,Mezclado,2.8,F. Ramírez,7/3/2025,17842
Cali,6/18/2025,WERO,53756,Recolección,Qbano,Valle Grande - Cali,Mezclado,2.16,F. Ramírez,7/3/2025,17843
Bogotá,6/18/2025,WERO,9776,Recolección,Soul Burger,Soul Burger,Mezclado,3,F. Ramírez,7/3/2025,17844
Cali,6/18/2025,WERO,53728,Recolección,Storia D´Amore,Granada,Mezclado,124.46,,,17845
Cali,6/18/2025,WERO,53728,Recolección,Storia D´Amore,Granada,Mezclado,124.46,F. Ramírez,7/4/2025,17846
Cali,6/18/2025,WERO,53738,Recolección,Tortelli,Palmas Mall,Mezclado,26,,,17847
Cali,6/18/2025,WERO,53738,Recolección,Tortelli,Palmas Mall,Mezclado,26,F. Ramírez,7/4/2025,17848
Cali,6/18/2025,WERO,53729,Recolección,Tortelli,Peñón,Mezclado,79.56,,,17849
Cali,6/18/2025,WERO,53729,Recolección,Tortelli,Peñón,Mezclado,79.56,F. Ramírez,7/4/2025,17850
Bogotá,6/19/2025,ASSORSA,,Caracterización,Dunkin Bogotá,Bogotá,Acrílico,,F. Ramírez,7/7/2025,17851
Bogotá,6/19/2025,ASSORSA,,Caracterización,Dunkin Bogotá,Bogotá,Aluminio,,F. Ramírez,7/7/2025,17852
Bogotá,6/19/2025,ASSORSA,,Caracterización,Dunkin Bogotá,Bogotá,Archivo,1,,,17853
Bogotá,6/19/2025,ASSORSA,,Caracterización,Dunkin Bogotá,Bogotá,Archivo,1,F. Ramírez,7/7/2025,17854
Bogotá,6/19/2025,ASSORSA,,Caracterización,Dunkin Bogotá,Bogotá,Cartón,5,,,17855
Bogotá,6/19/2025,ASSORSA,,Caracterización,Dunkin Bogotá,Bogotá,Cartón,5,F. Ramírez,7/7/2025,17856
Bogotá,6/19/2025,ASSORSA,,Caracterización,Dunkin Bogotá,Bogotá,Chatarra,,F. Ramírez,7/7/2025,17857
Bogotá,6/19/2025,ASSORSA,,Caracterización,Dunkin Bogotá,Bogotá,Orgánicos,,F. Ramírez,7/7/2025,17858
Bogotá,6/19/2025,ASSORSA,,Caracterización,Dunkin Bogotá,Bogotá,PEAD,2,,,17859
Bogotá,6/19/2025,ASSORSA,,Caracterización,Dunkin Bogotá,Bogotá,PEAD,2,F. Ramírez,7/7/2025,17860
Bogotá,6/19/2025,ASSORSA,,Caracterización,Dunkin Bogotá,Bogotá,PEBD,,F. Ramírez,7/7/2025,17861
Bogotá,6/19/2025,ASSORSA,,Caracterización,Dunkin Bogotá,Bogotá,PET,,F. Ramírez,7/7/2025,17862
Bogotá,6/19/2025,ASSORSA,,Caracterización,Dunkin Bogotá,Bogotá,Plegadiza,,F. Ramírez,7/7/2025,17863
Bogotá,6/19/2025,ASSORSA,,Caracterización,Dunkin Bogotá,Bogotá,Polyboard,,F. Ramírez,7/7/2025,17864
Bogotá,6/19/2025,ASSORSA,,Caracterización,Dunkin Bogotá,Bogotá,PVC,,F. Ramírez,7/7/2025,17865
Bogotá,6/19/2025,ASSORSA,,Caracterización,Dunkin Bogotá,Bogotá,Rechazo,2,,,17866
Bogotá,6/19/2025,ASSORSA,,Caracterización,Dunkin Bogotá,Bogotá,Rechazo,2,F. Ramírez,7/7/2025,17867
Bogotá,6/19/2025,ASSORSA,,Caracterización,Dunkin Bogotá,Bogotá,T. de grasa,,F. Ramírez,7/7/2025,17868
Bogotá,6/19/2025,ASSORSA,,Caracterización,Dunkin Bogotá,Bogotá,Tetra Pak,,F. Ramírez,7/7/2025,17869
Bogotá,6/19/2025,ASSORSA,,Caracterización,Dunkin Bogotá,Bogotá,Vidrio,,F. Ramírez,7/7/2025,17870
Cali,6/19/2025,WERO,53747,Recolección,Dunkin Cali,San Vicente,Mezclado,3.32,,,17871
Cali,6/19/2025,WERO,53747,Recolección,Dunkin Cali,San Vicente,Mezclado,3.32,F. Ramírez,7/4/2025,17872
Cali,6/19/2025,WERO,11056,Recolección,Merca Mio,Merca Mío,Mezclado,57.06,,,17873
Cali,6/19/2025,WERO,,Recolección,Merca Mio,Merca Mío,Mezclado,57.06,F. Ramírez,7/7/2025,17874
Cali,6/19/2025,WERO,53743,Recolección,Mr. Bross,Ciudad Jardín,Mezclado,1.98,,,17875
Cali,6/19/2025,WERO,53743,Recolección,Mr. Bross,Ciudad Jardín,Mezclado,1.98,F. Ramírez,7/4/2025,17876
Cali,6/19/2025,WERO,53744,Recolección,Mr. Bross,El Refugio,Mezclado,1.72,,,17877
Cali,6/19/2025,WERO,53744,Recolección,Mr. Bross,El Refugio,Mezclado,1.72,F. Ramírez,7/4/2025,17878
Cali,6/19/2025,WERO,53748,Recolección,Mr. Bross,La Flora,Mezclado,2.7,,,17879
Cali,6/19/2025,WERO,53748,Recolección,Mr. Bross,La Flora,Mezclado,2.7,F. Ramírez,7/4/2025,17880
Cali,6/19/2025,WERO,53746,Recolección,Mr. Bross,Los Gatos,Mezclado,3.82,,,17881
Cali,6/19/2025,WERO,53746,Recolección,Mr. Bross,Los Gatos,Mezclado,3.82,F. Ramírez,7/4/2025,17882
Cali,6/19/2025,WERO,53745,Recolección,Mr. Bross,Parque del Perro,Mezclado,11.96,,,17883
Cali,6/19/2025,WERO,53745,Recolección,Mr. Bross,Parque del Perro,Mezclado,11.96,F. Ramírez,7/4/2025,17884
Bogotá,6/19/2025,ASSORSA,,Caracterización,Qbano,Bogotá,Acrílico,,F. Ramírez,7/7/2025,17885
Bogotá,6/19/2025,ASSORSA,,Caracterización,Qbano,Bogotá,Aluminio,,F. Ramírez,7/7/2025,17886
Bogotá,6/19/2025,ASSORSA,,Caracterización,Qbano,Bogotá,Archivo,2,,,17887
Bogotá,6/19/2025,ASSORSA,,Caracterización,Qbano,Bogotá,Archivo,2,F. Ramírez,7/7/2025,17888
Bogotá,6/19/2025,ASSORSA,,Caracterización,Qbano,Bogotá,Cartón,,F. Ramírez,7/7/2025,17889
Bogotá,6/19/2025,ASSORSA,,Caracterización,Qbano,Bogotá,Chatarra,,F. Ramírez,7/7/2025,17890
Bogotá,6/19/2025,ASSORSA,,Caracterización,Qbano,Bogotá,Orgánicos,,F. Ramírez,7/7/2025,17891
Bogotá,6/19/2025,ASSORSA,,Caracterización,Qbano,Bogotá,PEAD,,F. Ramírez,7/7/2025,17892
Bogotá,6/19/2025,ASSORSA,,Caracterización,Qbano,Bogotá,PEBD,,F. Ramírez,7/7/2025,17893
Bogotá,6/19/2025,ASSORSA,,Caracterización,Qbano,Bogotá,PET,8,,,17894
Bogotá,6/19/2025,ASSORSA,,Caracterización,Qbano,Bogotá,PET,2,F. Ramírez,7/7/2025,17895
Bogotá,6/19/2025,ASSORSA,,Caracterización,Qbano,Bogotá,Plegadiza,,F. Ramírez,7/7/2025,17896
Bogotá,6/19/2025,ASSORSA,,Caracterización,Qbano,Bogotá,Polyboard,3,,,17897
Bogotá,6/19/2025,ASSORSA,,Caracterización,Qbano,Bogotá,Polyboard,3,F. Ramírez,7/7/2025,17898
Bogotá,6/19/2025,ASSORSA,,Caracterización,Qbano,Bogotá,PVC,,F. Ramírez,7/7/2025,17899
Bogotá,6/19/2025,ASSORSA,,Caracterización,Qbano,Bogotá,Rechazo,2,,,17900
Bogotá,6/19/2025,ASSORSA,,Caracterización,Qbano,Bogotá,Rechazo,2,F. Ramírez,7/7/2025,17901
Bogotá,6/19/2025,ASSORSA,,Caracterización,Qbano,Bogotá,T. de grasa,,F. Ramírez,7/7/2025,17902
Bogotá,6/19/2025,ASSORSA,,Caracterización,Qbano,Bogotá,Tetra Pak,,F. Ramírez,7/7/2025,17903
Bogotá,6/19/2025,ASSORSA,,Caracterización,Qbano,Bogotá,Vidrio,,F. Ramírez,7/7/2025,17904
Cali,6/19/2025,WERO,11065,Recolección,Qbano,Cañaveralejo - Cali,Mezclado,5,,,17905
Cali,6/19/2025,WERO,11065,Recolección,Qbano,Cañaveralejo - Cali,Mezclado,5,F. Ramírez,7/3/2025,17906
Cali,6/19/2025,WERO,11064,Recolección,Qbano,Normandia - Cali,Mezclado,11.52,,,17907
Cali,6/19/2025,WERO,11064,Recolección,Qbano,Normandia - Cali,Mezclado,11.52,F. Ramírez,7/3/2025,17908
Bogotá,6/19/2025,ASSORSA,,Caracterización,Soul Burger,Bogotá,PET,3,,,17909
Bogotá,6/20/2025,ASSORSA,,Caracterización,Dunkin Bogotá,Bogotá,Acrílico,,F. Ramírez,7/7/2025,17910
Bogotá,6/20/2025,ASSORSA,,Caracterización,Dunkin Bogotá,Bogotá,Aluminio,,F. Ramírez,7/7/2025,17911
Bogotá,6/20/2025,ASSORSA,,Caracterización,Dunkin Bogotá,Bogotá,Archivo,2,,,17912
Bogotá,6/20/2025,ASSORSA,,Caracterización,Dunkin Bogotá,Bogotá,Archivo,2,F. Ramírez,7/7/2025,17913
Bogotá,6/20/2025,ASSORSA,,Caracterización,Dunkin Bogotá,Bogotá,Cartón,1,,,17914
Bogotá,6/20/2025,ASSORSA,,Caracterización,Dunkin Bogotá,Bogotá,Cartón,1,F. Ramírez,7/7/2025,17915
Bogotá,6/20/2025,ASSORSA,,Caracterización,Dunkin Bogotá,Bogotá,Chatarra,,F. Ramírez,7/7/2025,17916
Bogotá,6/20/2025,WERO,9789,Recolección,Dunkin Bogotá,PV 103,Mezclado,2,,,17917
Bogotá,6/20/2025,WERO,9789,Recolección,Dunkin Bogotá,PV 103,Mezclado,2,F. Ramírez,7/3/2025,17918
Bogotá,6/20/2025,WERO,9791,Recolección,Dunkin Bogotá,PV 225,Mezclado,1,,,17919
Bogotá,6/20/2025,WERO,9791,Recolección,Dunkin Bogotá,PV 225,Mezclado,1,F. Ramírez,7/3/2025,17920
Bogotá,6/20/2025,WERO,9790,Recolección,Dunkin Bogotá,PV 240,Mezclado,0,,,17921
Bogotá,6/20/2025,WERO,9790,Recolección,Dunkin Bogotá,PV 240,Mezclado,0,F. Ramírez,7/3/2025,17922
Bogotá,6/20/2025,ASSORSA,,Caracterización,Dunkin Bogotá,Bogotá,Orgánicos,,F. Ramírez,7/7/2025,17923
Bogotá,6/20/2025,ASSORSA,,Caracterización,Dunkin Bogotá,Bogotá,PEAD,,F. Ramírez,7/7/2025,17924
Bogotá,6/20/2025,ASSORSA,,Caracterización,Dunkin Bogotá,Bogotá,PEBD,,F. Ramírez,7/7/2025,17925
Bogotá,6/20/2025,ASSORSA,,Caracterización,Dunkin Bogotá,Bogotá,PET,,F. Ramírez,7/7/2025,17926
Bogotá,6/20/2025,ASSORSA,,Caracterización,Dunkin Bogotá,Bogotá,Plegadiza,,F. Ramírez,7/7/2025,17927
Bogotá,6/20/2025,ASSORSA,,Caracterización,Dunkin Bogotá,Bogotá,Polyboard,,F. Ramírez,7/7/2025,17928
Bogotá,6/20/2025,ASSORSA,,Caracterización,Dunkin Bogotá,Bogotá,PVC,,F. Ramírez,7/7/2025,17929
Bogotá,6/20/2025,ASSORSA,,Caracterización,Dunkin Bogotá,Bogotá,Rechazo,,F. Ramírez,7/7/2025,17930
Bogotá,6/20/2025,ASSORSA,,Caracterización,Dunkin Bogotá,Bogotá,T. de grasa,,F. Ramírez,7/7/2025,17931
Bogotá,6/20/2025,ASSORSA,,Caracterización,Dunkin Bogotá,Bogotá,Tetra Pak,,F. Ramírez,7/7/2025,17932
Bogotá,6/20/2025,ASSORSA,,Caracterización,Dunkin Bogotá,Bogotá,Vidrio,,F. Ramírez,7/7/2025,17933
Cali,6/20/2025,WERO,,Caracterización,Dunkin Cali,Cali,Acrílico,,F. Ramírez,7/4/2025,17934
Cali,6/20/2025,WERO,,Caracterización,Dunkin Cali,Cali,Aluminio,,F. Ramírez,7/4/2025,17935
Cali,6/20/2025,WERO,,Caracterización,Dunkin Cali,Cali,Archivo,,F. Ramírez,7/4/2025,17936
Cali,6/20/2025,WERO,,Caracterización,Dunkin Cali,Cali,Cartón,3.5,,,17937
Cali,6/20/2025,WERO,,Caracterización,Dunkin Cali,Cali,Cartón,3.5,F. Ramírez,7/4/2025,17938
Cali,6/20/2025,WERO,,Caracterización,Dunkin Cali,Cali,Chatarra,,F. Ramírez,7/4/2025,17939
Cali,6/20/2025,WERO,,Caracterización,Dunkin Cali,Cali,Orgánicos,,F. Ramírez,7/4/2025,17940
Cali,6/20/2025,WERO,,Caracterización,Dunkin Cali,Cali,PEAD,,F. Ramírez,7/4/2025,17941
Cali,6/20/2025,WERO,,Caracterización,Dunkin Cali,Cali,PEBD,,F. Ramírez,7/4/2025,17942
Cali,6/20/2025,WERO,,Caracterización,Dunkin Cali,Cali,PET,,F. Ramírez,7/4/2025,17943
Cali,6/20/2025,WERO,,Caracterización,Dunkin Cali,Cali,Plegadiza,1.6,,,17944
Cali,6/20/2025,WERO,,Caracterización,Dunkin Cali,Cali,Plegadiza,1.6,F. Ramírez,7/4/2025,17945
Cali,6/20/2025,WERO,,Caracterización,Dunkin Cali,Cali,Polyboard,,F. Ramírez,7/4/2025,17946
Cali,6/20/2025,WERO,,Caracterización,Dunkin Cali,Cali,PVC,,F. Ramírez,7/4/2025,17947
Cali,6/20/2025,WERO,,Caracterización,Dunkin Cali,Cali,Rechazo,,F. Ramírez,7/4/2025,17948
Cali,6/20/2025,WERO,,Caracterización,Dunkin Cali,Cali,T. de grasa,,F. Ramírez,7/4/2025,17949
Cali,6/20/2025,WERO,,Caracterización,Dunkin Cali,Cali,Tetra Pak,,F. Ramírez,7/4/2025,17950
Cali,6/20/2025,WERO,,Caracterización,Dunkin Cali,Cali,Vidrio,,F. Ramírez,7/4/2025,17951
Bogotá,6/20/2025,WERO,9793,Recolección,Mascompost ,La serena,Mezclado,72.46,,,17952
Bogotá,6/20/2025,WERO,9793,Recolección,Mascompost ,La serena,Mezclado,72.46,F. Ramírez,7/3/2025,17953
Cali,6/20/2025,WERO,,Caracterización,Merca Mio,Cali,Acrílico,,F. Ramírez,7/7/2025,17954
Cali,6/20/2025,WERO,,Caracterización,Merca Mio,Cali,Aluminio,,F. Ramírez,7/7/2025,17955
Cali,6/20/2025,WERO,,Caracterización,Merca Mio,Cali,Archivo,2.54,,,17956
Cali,6/20/2025,WERO,,Caracterización,Merca Mio,Cali,Archivo,2.54,F. Ramírez,7/7/2025,17957
Cali,6/20/2025,WERO,,Caracterización,Merca Mio,Cali,Cartón,41.36,,,17958
Cali,6/20/2025,WERO,,Caracterización,Merca Mio,Cali,Cartón,41.36,F. Ramírez,7/7/2025,17959
Cali,6/20/2025,WERO,,Caracterización,Merca Mio,Cali,Chatarra,,F. Ramírez,7/7/2025,17960
Cali,6/20/2025,WERO,,Caracterización,Merca Mio,Cali,Orgánicos,,F. Ramírez,7/7/2025,17961
Cali,6/20/2025,WERO,,Caracterización,Merca Mio,Cali,PEAD,13.16,,,17962
Cali,6/20/2025,WERO,,Caracterización,Merca Mio,Cali,PEAD,13.16,F. Ramírez,7/7/2025,17963
Cali,6/20/2025,WERO,,Caracterización,Merca Mio,Cali,PEBD,,F. Ramírez,7/7/2025,17964
Cali,6/20/2025,WERO,,Caracterización,Merca Mio,Cali,PET,,F. Ramírez,7/7/2025,17965
Cali,6/20/2025,WERO,,Caracterización,Merca Mio,Cali,Plegadiza,,F. Ramírez,7/7/2025,17966
Cali,6/20/2025,WERO,,Caracterización,Merca Mio,Cali,Polyboard,,F. Ramírez,7/7/2025,17967
Cali,6/20/2025,WERO,,Caracterización,Merca Mio,Cali,PVC,,F. Ramírez,7/7/2025,17968
Cali,6/20/2025,WERO,,Caracterización,Merca Mio,Cali,Rechazo,,F. Ramírez,7/7/2025,17969
Cali,6/20/2025,WERO,,Caracterización,Merca Mio,Cali,T. de grasa,,F. Ramírez,7/7/2025,17970
Cali,6/20/2025,WERO,,Caracterización,Merca Mio,Cali,Tetra Pak,,F. Ramírez,7/7/2025,17971
Cali,6/20/2025,WERO,,Caracterización,Merca Mio,Cali,Vidrio,,F. Ramírez,7/7/2025,17972
Cali,6/20/2025,WERO,,Caracterización,Mr. Bross,Cali,Acrílico,,F. Ramírez,7/4/2025,17973
Cali,6/20/2025,WERO,,Caracterización,Mr. Bross,Cali,Aluminio,,F. Ramírez,7/4/2025,17974
Cali,6/20/2025,WERO,,Caracterización,Mr. Bross,Cali,Archivo,,F. Ramírez,7/4/2025,17975
Cali,6/20/2025,WERO,,Caracterización,Mr. Bross,Cali,Cartón,17.3,,,17976
Cali,6/20/2025,WERO,,Caracterización,Mr. Bross,Cali,Cartón,17.3,F. Ramírez,7/4/2025,17977
Cali,6/20/2025,WERO,,Caracterización,Mr. Bross,Cali,Chatarra,,F. Ramírez,7/4/2025,17978
Cali,6/20/2025,WERO,,Caracterización,Mr. Bross,Cali,Orgánicos,,F. Ramírez,7/4/2025,17979
Cali,6/20/2025,WERO,,Caracterización,Mr. Bross,Cali,PEAD,,F. Ramírez,7/4/2025,17980
Cali,6/20/2025,WERO,,Caracterización,Mr. Bross,Cali,PEBD,,F. Ramírez,7/4/2025,17981
Cali,6/20/2025,WERO,,Caracterización,Mr. Bross,Cali,PET,23.7,,,17982
Cali,6/20/2025,WERO,,Caracterización,Mr. Bross,Cali,PET,23.7,F. Ramírez,7/4/2025,17983
Cali,6/20/2025,WERO,,Caracterización,Mr. Bross,Cali,Plegadiza,,F. Ramírez,7/4/2025,17984
Cali,6/20/2025,WERO,,Caracterización,Mr. Bross,Cali,Polyboard,,F. Ramírez,7/4/2025,17985
Cali,6/20/2025,WERO,,Caracterización,Mr. Bross,Cali,PVC,,F. Ramírez,7/4/2025,17986
Cali,6/20/2025,WERO,,Caracterización,Mr. Bross,Cali,Rechazo,,F. Ramírez,7/4/2025,17987
Cali,6/20/2025,WERO,,Caracterización,Mr. Bross,Cali,T. de grasa,,F. Ramírez,7/4/2025,17988
Cali,6/20/2025,WERO,,Caracterización,Mr. Bross,Cali,Tetra Pak,,F. Ramírez,7/4/2025,17989
Cali,6/20/2025,WERO,,Caracterización,Mr. Bross,Cali,Vidrio,,F. Ramírez,7/4/2025,17990
Bogotá,6/20/2025,ASSORSA,,Caracterización,Qbano,Bogotá,Acrílico,,F. Ramírez,7/7/2025,17991
Bogotá,6/20/2025,ASSORSA,,Caracterización,Qbano,Bogotá,Aluminio,,F. Ramírez,7/7/2025,17992
Bogotá,6/20/2025,ASSORSA,,Caracterización,Qbano,Bogotá,Archivo,3,,,17993
Bogotá,6/20/2025,ASSORSA,,Caracterización,Qbano,Bogotá,Archivo,3,F. Ramírez,7/7/2025,17994
Bogotá,6/20/2025,ASSORSA,,Caracterización,Qbano,Bogotá,Cartón,8,,,17995
Bogotá,6/20/2025,ASSORSA,,Caracterización,Qbano,Bogotá,Cartón,1,F. Ramírez,7/7/2025,17996
Bogotá,6/20/2025,ASSORSA,,Caracterización,Qbano,Bogotá,Chatarra,,F. Ramírez,7/7/2025,17997
Bogotá,6/20/2025,WERO,9797,Recolección,Qbano,Galan - Bogotá,Mezclado,2,,,17998
Bogotá,6/20/2025,WERO,9797,Recolección,Qbano,Galan - Bogotá,Mezclado,2,F. Ramírez,7/3/2025,17999
Bogotá,6/20/2025,WERO,9799,Recolección,Qbano,Kennedy - Bogotá,Mezclado,3,,,18000
Bogotá,6/20/2025,WERO,9799,Recolección,Qbano,Kennedy - Bogotá,Mezclado,3,F. Ramírez,7/3/2025,18001
Bogotá,6/20/2025,WERO,9794,Recolección,Qbano,Lourdes - Bogotá,Mezclado,1,,,18002
Bogotá,6/20/2025,WERO,9794,Recolección,Qbano,Lourdes - Bogotá,Mezclado,1,F. Ramírez,7/3/2025,18003
Bogotá,6/20/2025,WERO,9798,Recolección,Qbano,Mundo Aventura - Bogotá,Mezclado,2,,,18004
Bogotá,6/20/2025,WERO,9798,Recolección,Qbano,Mundo Aventura - Bogotá,Mezclado,2,F. Ramírez,7/3/2025,18005
Bogotá,6/20/2025,WERO,9795,Recolección,Qbano,Quinta Paredes - Bogotá,Mezclado,1,,,18006
Bogotá,6/20/2025,WERO,9795,Recolección,Qbano,Quinta Paredes - Bogotá,Mezclado,1,F. Ramírez,7/3/2025,18007
Bogotá,6/20/2025,WERO,9796,Recolección,Qbano,Santa Isabel - Bogotá,Mezclado,1,,,18008
Bogotá,6/20/2025,WERO,9796,Recolección,Qbano,Santa Isabel - Bogotá,Mezclado,1,F. Ramírez,7/3/2025,18009
Bogotá,6/20/2025,WERO,9792,Recolección,Qbano,Villa del Prado - Bogotá,Mezclado,1,,,18010
Bogotá,6/20/2025,WERO,9792,Recolección,Qbano,Villa del Prado - Bogotá,Mezclado,1,F. Ramírez,7/3/2025,18011
Bogotá,6/20/2025,ASSORSA,,Caracterización,Qbano,Bogotá,Orgánicos,,F. Ramírez,7/7/2025,18012
Bogotá,6/20/2025,ASSORSA,,Caracterización,Qbano,Bogotá,PEAD,,F. Ramírez,7/7/2025,18013
Bogotá,6/20/2025,ASSORSA,,Caracterización,Qbano,Bogotá,PEBD,,F. Ramírez,7/7/2025,18014
Bogotá,6/20/2025,ASSORSA,,Caracterización,Qbano,Bogotá,PET,10,,,18015
Bogotá,6/20/2025,ASSORSA,,Caracterización,Qbano,Bogotá,PET,3,F. Ramírez,7/7/2025,18016
Bogotá,6/20/2025,ASSORSA,,Caracterización,Qbano,Bogotá,Plegadiza,,F. Ramírez,7/7/2025,18017
Bogotá,6/20/2025,ASSORSA,,Caracterización,Qbano,Bogotá,Polyboard,2,,,18018
